run_id,checkpoint_evaluations,g_best_cost,g_best_agent,p_best_agent_0,p_best_agent_1,p_best_agent_2,p_best_agent_3,p_best_agent_4,p_best_agent_5,p_best_agent_6,p_best_agent_7,p_best_agent_8,p_best_agent_9
2,20000,196.00,agent_4,207.00,207.00,316.00,210.00,196.00,208.00,214.00,320.00,225.00,299.00
2,40000,196.00,agent_4,207.00,207.00,316.00,210.00,196.00,208.00,214.00,320.00,225.00,299.00
2,60000,196.00,agent_4,207.00,207.00,316.00,210.00,196.00,208.00,214.00,215.00,225.00,299.00
2,80000,196.00,agent_4,207.00,207.00,316.00,210.00,196.00,208.00,214.00,215.00,225.00,299.00
2,100000,196.00,agent_4,207.00,207.00,316.00,210.00,196.00,208.00,214.00,215.00,225.00,299.00
2,120000,196.00,agent_4,207.00,207.00,316.00,210.00,196.00,208.00,214.00,196.00,225.00,299.00
2,140000,196.00,agent_4,207.00,207.00,316.00,210.00,196.00,196.00,214.00,196.00,225.00,299.00
2,160000,196.00,agent_4,207.00,207.00,316.00,210.00,196.00,196.00,214.00,196.00,196.00,299.00
2,180000,195.00,agent_1,207.00,195.00,316.00,210.00,196.00,196.00,214.00,196.00,196.00,299.00
2,200000,195.00,agent_1,207.00,195.00,195.00,210.00,196.00,196.00,214.00,196.00,196.00,299.00
2,220000,195.00,agent_1,195.00,195.00,195.00,210.00,196.00,196.00,214.00,196.00,196.00,299.00
2,240000,195.00,agent_1,195.00,195.00,195.00,210.00,196.00,196.00,214.00,196.00,196.00,208.00
2,260000,195.00,agent_1,195.00,195.00,195.00,210.00,195.00,196.00,214.00,196.00,196.00,208.00
2,280000,195.00,agent_1,195.00,195.00,195.00,210.00,195.00,196.00,214.00,195.00,196.00,208.00
2,300000,187.00,agent_3,195.00,195.00,195.00,187.00,195.00,196.00,214.00,195.00,196.00,208.00
2,320000,187.00,agent_3,195.00,195.00,195.00,187.00,195.00,196.00,188.00,195.00,196.00,208.00
