run_id,checkpoint_evaluations,g_best_cost,g_best_agent,p_best_agent_0,p_best_agent_1,p_best_agent_2,p_best_agent_3,p_best_agent_4,p_best_agent_5,p_best_agent_6,p_best_agent_7,p_best_agent_8,p_best_agent_9
5,20000,173.00,agent_1,198.00,173.00,198.00,189.00,216.00,205.00,187.00,215.00,204.00,199.00
5,40000,173.00,agent_1,198.00,173.00,198.00,189.00,216.00,205.00,187.00,215.00,173.00,199.00
5,60000,170.00,agent_3,198.00,173.00,198.00,170.00,216.00,205.00,187.00,215.00,173.00,199.00
5,80000,170.00,agent_3,172.00,173.00,198.00,170.00,216.00,205.00,187.00,215.00,173.00,199.00
5,100000,170.00,agent_3,172.00,173.00,198.00,170.00,216.00,205.00,175.00,215.00,173.00,199.00
5,120000,170.00,agent_3,172.00,173.00,198.00,170.00,216.00,205.00,175.00,215.00,173.00,173.00
5,140000,170.00,agent_3,172.00,173.00,198.00,170.00,216.00,173.00,175.00,215.00,173.00,173.00
5,160000,170.00,agent_3,172.00,173.00,198.00,170.00,177.00,173.00,175.00,215.00,173.00,173.00
5,180000,170.00,agent_3,172.00,173.00,174.00,170.00,177.00,173.00,175.00,215.00,173.00,173.00
5,200000,169.00,agent_7,172.00,173.00,174.00,170.00,177.00,173.00,175.00,169.00,173.00,173.00
