run_id,checkpoint_evaluations,g_best_cost,g_best_agent,p_best_agent_0,p_best_agent_1,p_best_agent_2,p_best_agent_3,p_best_agent_4,p_best_agent_5,p_best_agent_6,p_best_agent_7,p_best_agent_8,p_best_agent_9
4,20000,717.00,agent_3,1025.00,1291.00,1237.00,717.00,1273.00,914.00,1088.00,1022.00,1220.00,1053.00
4,40000,717.00,agent_3,1025.00,1291.00,1237.00,717.00,1273.00,914.00,921.00,1022.00,1220.00,1053.00
4,60000,717.00,agent_3,1025.00,1291.00,1237.00,717.00,1273.00,744.00,921.00,1022.00,1220.00,1053.00
4,80000,717.00,agent_3,1025.00,816.00,1237.00,717.00,1273.00,744.00,921.00,1022.00,1220.00,1053.00
4,100000,717.00,agent_3,1025.00,816.00,1237.00,717.00,1273.00,744.00,921.00,1022.00,1220.00,824.00
4,120000,717.00,agent_3,730.00,816.00,1237.00,717.00,1273.00,744.00,921.00,1022.00,1220.00,824.00
4,140000,699.00,agent_4,730.00,816.00,1237.00,717.00,699.00,744.00,921.00,1022.00,1220.00,824.00
4,160000,699.00,agent_4,730.00,816.00,1237.00,717.00,699.00,744.00,921.00,720.00,1220.00,824.00
4,180000,699.00,agent_4,730.00,816.00,765.00,717.00,699.00,744.00,921.00,720.00,1220.00,824.00
4,200000,691.00,agent_8,730.00,816.00,765.00,717.00,699.00,744.00,921.00,720.00,691.00,824.00
