run_id,checkpoint_evaluations,g_best_cost,g_best_agent,p_best_agent_0,p_best_agent_1,p_best_agent_2,p_best_agent_3,p_best_agent_4,p_best_agent_5,p_best_agent_6,p_best_agent_7,p_best_agent_8,p_best_agent_9
7,20000,391.00,agent_7,612.00,567.00,569.00,569.00,569.00,634.00,557.00,391.00,634.00,606.00
7,40000,391.00,agent_7,612.00,399.00,569.00,569.00,569.00,634.00,557.00,391.00,634.00,606.00
7,60000,387.00,agent_9,612.00,399.00,569.00,569.00,569.00,634.00,557.00,391.00,634.00,387.00
7,80000,387.00,agent_9,612.00,399.00,569.00,569.00,569.00,634.00,389.00,391.00,634.00,387.00
7,100000,387.00,agent_9,407.00,399.00,569.00,569.00,569.00,634.00,389.00,391.00,634.00,387.00
7,120000,387.00,agent_9,407.00,399.00,569.00,569.00,569.00,634.00,389.00,391.00,402.00,387.00
7,140000,387.00,agent_9,407.00,399.00,397.00,569.00,569.00,634.00,389.00,391.00,402.00,387.00
7,160000,387.00,agent_9,407.00,399.00,397.00,569.00,569.00,406.00,389.00,391.00,402.00,387.00
7,180000,387.00,agent_9,407.00,399.00,397.00,569.00,390.00,406.00,389.00,391.00,402.00,387.00
7,200000,387.00,agent_9,407.00,399.00,397.00,394.00,390.00,406.00,389.00,391.00,402.00,387.00
