run_id,checkpoint_evaluations,g_best_cost,g_best_agent,p_best_agent_0,p_best_agent_1,p_best_agent_2,p_best_agent_3,p_best_agent_4,p_best_agent_5,p_best_agent_6,p_best_agent_7,p_best_agent_8,p_best_agent_9
1,20000,410.00,agent_2,554.00,556.00,410.00,563.00,530.00,564.00,515.00,561.00,575.00,583.00
1,40000,402.00,agent_9,554.00,556.00,410.00,563.00,530.00,564.00,515.00,561.00,575.00,402.00
1,60000,390.00,agent_5,554.00,556.00,410.00,563.00,530.00,390.00,515.00,561.00,575.00,402.00
1,80000,390.00,agent_5,554.00,401.00,410.00,563.00,530.00,390.00,515.00,561.00,575.00,402.00
1,100000,390.00,agent_5,554.00,401.00,410.00,563.00,530.00,390.00,402.00,561.00,575.00,402.00
1,120000,390.00,agent_5,554.00,401.00,410.00,563.00,390.00,390.00,402.00,561.00,575.00,402.00
1,140000,390.00,agent_5,554.00,401.00,410.00,404.00,390.00,390.00,402.00,561.00,575.00,402.00
1,160000,390.00,agent_5,554.00,401.00,410.00,404.00,390.00,390.00,402.00,395.00,575.00,402.00
1,180000,390.00,agent_5,395.00,401.00,410.00,404.00,390.00,390.00,402.00,395.00,575.00,402.00
1,200000,390.00,agent_5,395.00,401.00,410.00,404.00,390.00,390.00,402.00,395.00,398.00,402.00
