run_id,checkpoint_evaluations,g_best_cost,g_best_agent,p_best_agent_0,p_best_agent_1,p_best_agent_2,p_best_agent_3,p_best_agent_4,p_best_agent_5,p_best_agent_6,p_best_agent_7,p_best_agent_8,p_best_agent_9
8,20000,803.00,agent_2,1034.00,1031.00,803.00,1129.00,1191.00,1184.00,1252.00,1170.00,978.00,1050.00
8,40000,704.00,agent_5,1034.00,1031.00,803.00,1129.00,1191.00,704.00,1252.00,1170.00,978.00,1050.00
8,60000,671.00,agent_0,671.00,1031.00,803.00,1129.00,1191.00,704.00,1252.00,1170.00,978.00,1050.00
8,80000,671.00,agent_0,671.00,1031.00,803.00,1129.00,677.00,704.00,1252.00,1170.00,978.00,1050.00
8,100000,671.00,agent_0,671.00,1031.00,803.00,682.00,677.00,704.00,1252.00,1170.00,978.00,1050.00
8,120000,671.00,agent_0,671.00,811.00,803.00,682.00,677.00,704.00,1252.00,1170.00,978.00,1050.00
8,140000,671.00,agent_0,671.00,811.00,803.00,682.00,677.00,704.00,723.00,1170.00,978.00,1050.00
8,160000,647.00,agent_8,671.00,811.00,803.00,682.00,677.00,704.00,723.00,1170.00,647.00,1050.00
8,180000,647.00,agent_8,671.00,811.00,803.00,682.00,677.00,704.00,723.00,1170.00,647.00,659.00
8,200000,647.00,agent_8,671.00,811.00,803.00,682.00,677.00,704.00,723.00,665.00,647.00,659.00
