run_id,checkpoint_evaluations,g_best_cost,g_best_agent,p_best_agent_0,p_best_agent_1,p_best_agent_2,p_best_agent_3,p_best_agent_4,p_best_agent_5,p_best_agent_6,p_best_agent_7,p_best_agent_8,p_best_agent_9
3,20000,741.00,agent_1,1177.00,741.00,923.00,882.00,998.00,1158.00,966.00,1092.00,1258.00,947.00
3,40000,738.00,agent_6,1177.00,741.00,923.00,882.00,998.00,1158.00,738.00,1092.00,1258.00,947.00
3,60000,674.00,agent_9,1177.00,741.00,923.00,882.00,998.00,1158.00,738.00,1092.00,1258.00,674.00
3,80000,674.00,agent_9,1177.00,741.00,923.00,882.00,694.00,1158.00,738.00,1092.00,1258.00,674.00
3,100000,674.00,agent_9,1177.00,741.00,923.00,882.00,694.00,727.00,738.00,1092.00,1258.00,674.00
3,120000,674.00,agent_9,674.00,741.00,923.00,882.00,694.00,727.00,738.00,1092.00,1258.00,674.00
3,140000,648.00,agent_2,674.00,741.00,648.00,882.00,694.00,727.00,738.00,1092.00,1258.00,674.00
3,160000,630.00,agent_8,674.00,741.00,648.00,882.00,694.00,727.00,738.00,1092.00,630.00,674.00
3,180000,630.00,agent_8,674.00,741.00,648.00,654.00,694.00,727.00,738.00,1092.00,630.00,674.00
3,200000,630.00,agent_8,674.00,741.00,648.00,654.00,694.00,727.00,738.00,665.00,630.00,674.00
