run_id,checkpoint_evaluations,g_best_cost,g_best_agent,p_best_agent_0,p_best_agent_1,p_best_agent_2,p_best_agent_3,p_best_agent_4,p_best_agent_5,p_best_agent_6,p_best_agent_7,p_best_agent_8,p_best_agent_9
9,20000,126.00,agent_2,141.00,141.00,126.00,126.00,126.00,126.00,126.00,141.00,141.00,141.00
9,40000,126.00,agent_2,141.00,141.00,126.00,126.00,126.00,126.00,126.00,141.00,141.00,141.00
9,60000,126.00,agent_2,141.00,141.00,126.00,126.00,126.00,126.00,126.00,141.00,141.00,141.00
9,80000,126.00,agent_2,141.00,141.00,126.00,126.00,126.00,126.00,126.00,141.00,141.00,141.00
9,100000,124.00,agent_6,141.00,141.00,126.00,126.00,126.00,126.00,124.00,141.00,141.00,141.00
9,120000,124.00,agent_6,141.00,126.00,126.00,126.00,126.00,126.00,124.00,141.00,141.00,141.00
9,140000,124.00,agent_6,141.00,126.00,126.00,126.00,126.00,124.00,124.00,141.00,141.00,141.00
9,160000,120.00,agent_8,141.00,126.00,126.00,126.00,126.00,124.00,124.00,141.00,120.00,141.00
9,180000,120.00,agent_8,141.00,126.00,126.00,126.00,126.00,124.00,124.00,141.00,120.00,121.00
9,200000,120.00,agent_8,141.00,126.00,126.00,126.00,126.00,124.00,124.00,120.00,120.00,121.00
9,220000,120.00,agent_8,121.00,126.00,126.00,126.00,126.00,124.00,124.00,120.00,120.00,121.00
