run_id,checkpoint_evaluations,g_best_cost,g_best_agent,p_best_agent_0,p_best_agent_1,p_best_agent_2,p_best_agent_3,p_best_agent_4,p_best_agent_5,p_best_agent_6,p_best_agent_7,p_best_agent_8,p_best_agent_9
10,20000,674.00,agent_6,1057.00,927.00,1180.00,1090.00,1442.00,941.00,674.00,910.00,1071.00,1160.00
10,40000,674.00,agent_6,1057.00,679.00,1180.00,1090.00,1442.00,941.00,674.00,910.00,1071.00,1160.00
10,60000,674.00,agent_6,766.00,679.00,1180.00,1090.00,1442.00,941.00,674.00,910.00,1071.00,1160.00
10,80000,674.00,agent_6,766.00,679.00,1180.00,1090.00,1442.00,941.00,674.00,730.00,1071.00,1160.00
10,100000,674.00,agent_6,766.00,679.00,1180.00,1090.00,717.00,941.00,674.00,730.00,1071.00,1160.00
10,120000,672.00,agent_3,766.00,679.00,1180.00,672.00,717.00,941.00,674.00,730.00,1071.00,1160.00
10,140000,672.00,agent_3,766.00,679.00,1180.00,672.00,717.00,941.00,674.00,730.00,1071.00,685.00
10,160000,672.00,agent_3,766.00,679.00,1180.00,672.00,717.00,681.00,674.00,730.00,1071.00,685.00
10,180000,672.00,agent_3,766.00,679.00,1180.00,672.00,717.00,681.00,674.00,730.00,725.00,685.00
10,200000,672.00,agent_3,766.00,679.00,674.00,672.00,717.00,681.00,674.00,730.00,725.00,685.00
